Individual ID,Age,Gender,Party Registration,Q1,Q2,Q3,Q4,Q5,Q6,Q7
637,70,F,R,1,1,2,2,1,2,2
638,75,F,R,2,4,3,2,2,2,3
639,79,F,R,1,1,1,1,1,1,3
640,66,F,D,1,1,1,1,1,1,1
641,66,M,D,1,1,1,1,1,1,1
642,64,M,R,2,2,3,2,2,2,2
643,55,F,D,1,1,1,1,1,2,1
644,57,M,D,5,1,3,1,2,2,1
645,75,F,I,1,1,1,1,1,2,3
646,42,F,R,1,1,1,1,1,1,2
647,67,F,R,1,2,2,2,2,2,2
648,64,F,I,1,1,1,1,2,2,3
649,79,F,R,1,2,3,1,2,2,3
650,51,F,R,2,4,1,1,2,3,1
651,58,M,R,1,2,2,2,2,2,2
652,78,M,R,1,2,2,2,2,2,2
653,67,M,D,1,1,1,1,1,1,1
654,87,F,D,2,1,1,1,1,1,1
655,76,F,D,1,2,3,2,2,3,3
656,67,F,D,2,1,1,1,1,2,1
657,78,F,D,1,1,1,1,1,3,1
658,72,F,D,1,1,3,4,1,2,3
659,73,F,R,1,2,2,2,2,2,2
660,42,F,R,1,2,2,2,2,2,2
661,69,F,R,2,1,2,2,1,2,3
662,72,F,R,1,2,2,2,2,2,2
663,90,F,R,1,1,2,1,1,1,3
664,57,F,R,1,2,3,4,2,2,3
665,78,M,R,1,2,1,1,2,2,3
666,39,F,R,1,2,2,2,2,2,2
667,61,M,D,1,1,1,1,1,1,1
668,62,F,D,1,1,1,1,1,2,1
669,62,F,R,2,1,1,1,1,2,1
670,55,M,R,1,1,3,1,2,2,3
671,53,F,R,1,4,3,4,2,2,2
672,55,F,I,1,2,2,2,2,2,3
673,60,F,R,1,2,2,2,2,2,2
674,67,F,R,1,2,1,1,2,2,3
675,41,F,I,2,4,3,4,3,3,3
676,86,F,D,1,1,1,1,1,1,1
677,68,M,D,3,1,1,1,1,1,1
678,48,M,D,2,1,1,1,1,2,1
679,56,F,R,1,4,2,2,2,2,2
680,71,F,D,1,1,1,1,1,1,1
681,65,M,D,1,4,1,1,3,2,1
682,31,F,R,1,2,2,2,2,2,2
683,65,F,D,2,1,1,1,1,2,1
684,57,F,D,1,1,1,1,1,2,3
685,88,M,D,1,2,1,1,2,1,1
686,80,F,D,4,1,1,1,1,3,1
687,62,M,D,1,2,3,1,2,2,4
688,86,F,R,2,2,3,1,2,3,2
689,87,M,R,1,1,1,1,1,1,3
690,76,F,R,1,2,2,2,2,2,2
691,78,M,D,1,1,1,1,1,1,1
692,59,F,D,6,1,5,4,1,2,3
693,89,F,R,6,1,5,4,2,2,2
694,73,F,R,2,2,1,1,1,2,3
695,34,F,D,2,1,1,1,1,1,1
696,87,F,D,1,1,1,1,1,1,3
697,52,F,I,1,1,3,2,1,1,3
698,54,F,R,1,2,2,2,2,2,2
699,66,F,D,1,1,1,1,1,3,1
700,64,F,I,3,1,1,1,1,3,3
701,75,M,R,1,2,2,2,2,2,2
702,27,F,D,1,1,1,1,1,2,1
703,82,F,D,1,1,1,1,1,1,1
704,73,F,I,1,1,3,4,1,1,3
705,71,F,I,1,2,2,2,2,2,3
706,83,M,D,2,1,1,1,1,3,1
707,68,M,D,2,2,1,1,2,2,3
708,79,F,R,1,2,2,2,2,2,2
709,37,F,D,2,1,1,1,1,1,1
710,43,M,D,2,1,1,1,1,1,1
711,84,M,D,1,1,1,1,1,1,1
712,53,F,D,1,1,1,1,1,1,1
713,67,M,R,3,2,2,2,2,2,2
714,69,F,I,1,4,2,2,2,2,3
715,58,M,D,1,1,1,1,1,2,1
716,73,M,D,1,1,1,1,1,1,1
717,60,M,D,1,1,1,1,1,1,1
718,66,M,D,2,1,1,1,1,1,3
719,53,M,I,1,4,2,2,2,2,4
720,71,F,R,1,2,2,2,2,2,2
721,69,F,I,1,2,2,2,2,2,3
722,73,F,R,1,1,1,1,2,1,1
723,61,F,R,5,2,3,1,2,2,3
724,60,F,D,1,1,3,1,1,3,1
725,75,M,I,1,1,1,1,1,2,3
726,94,F,D,3,1,1,1,1,1,1
727,57,F,D,2,2,3,1,2,3,3
728,87,M,R,1,1,1,1,1,1,1
729,49,F,I,3,2,2,2,2,3,2
730,69,F,R,1,2,2,2,2,2,2
731,73,F,R,1,2,2,2,2,2,2
732,78,F,I,1,1,1,1,1,1,1
733,83,F,R,1,4,2,4,2,2,2
734,69,F,D,1,1,1,1,1,1,1
735,77,F,D,1,1,1,1,1,1,3
736,88,M,R,1,1,1,1,1,3,1
737,64,M,I,4,1,1,1,1,1,3
738,72,F,I,1,2,3,2,2,2,3
739,69,F,D,1,1,1,1,1,1,3
740,78,F,D,1,1,3,1,1,1,3
741,67,F,I,3,1,2,2,1,1,2
742,60,F,D,1,1,1,1,1,2,1
743,76,F,D,1,1,1,1,1,2,1
744,66,F,D,1,1,1,1,1,2,1
745,55,F,I,3,1,1,1,1,1,3
746,70,F,R,1,2,2,2,2,2,2
747,32,M,D,2,1,1,1,1,2,3
748,78,M,R,1,2,2,2,2,2,2
749,70,F,I,1,2,1,1,2,1,3
750,56,F,I,1,1,1,1,1,2,1
751,73,M,D,3,2,3,2,1,2,3
752,52,F,I,1,2,2,2,1,2,2
753,60,F,D,1,1,1,1,1,1,1
754,83,F,D,1,2,1,1,2,2,3
755,62,M,D,1,1,2,2,1,2,3
756,38,F,D,3,1,1,1,1,1,1
757,94,M,D,5,2,3,2,1,2,2
758,54,F,I,1,1,1,1,1,1,3
759,76,M,R,1,2,2,2,2,2,2
760,58,F,I,1,4,2,2,2,2,3
761,55,M,I,1,2,3,1,2,2,3
762,55,M,I,1,2,2,2,2,2,3
763,79,F,I,1,2,2,2,3,2,3
764,57,M,D,1,1,3,1,1,3,3
765,60,M,R,3,4,2,2,2,3,2
766,74,F,I,2,1,1,1,2,2,3
767,36,M,R,2,1,3,2,1,3,3
768,65,F,I,1,1,5,1,1,1,3
769,64,M,D,2,1,1,1,1,1,1
770,89,M,R,3,1,2,2,1,3,2
771,87,F,D,1,1,1,1,1,1,1
772,61,F,R,3,2,3,2,2,2,2
773,69,F,R,3,2,3,2,2,2,2
774,57,F,R,1,2,2,2,2,2,2
775,73,M,D,2,2,3,4,2,3,1
776,82,F,R,1,2,2,2,1,2,2
777,73,F,I,1,1,1,1,1,1,3
778,84,F,R,1,1,3,2,2,2,3
779,64,F,R,1,2,3,2,2,2,2
780,67,F,R,1,2,3,4,2,2,2
781,79,F,D,1,1,3,1,1,2,1
782,87,F,D,1,1,1,1,1,1,1
783,82,F,D,5,1,1,1,1,1,1
784,69,M,R,1,2,3,2,2,2,2
785,79,M,R,1,1,1,1,1,2,3
786,42,F,D,1,1,1,1,1,1,1
787,53,M,R,2,2,3,2,2,2,1
788,73,F,R,1,2,3,1,2,2,2
789,82,F,D,2,1,1,1,1,3,1
790,59,F,D,2,2,3,1,2,2,1
791,87,F,R,1,2,2,2,2,2,3
792,53,F,I,1,2,2,2,2,2,3
793,85,F,R,6,1,5,1,1,1,1
794,64,F,R,1,2,2,2,2,2,2
795,86,F,R,1,1,2,2,1,2,1
796,75,F,R,1,2,2,2,2,2,3
797,77,F,R,3,2,5,2,2,2,3
798,58,F,I,1,2,3,2,3,2,4
799,54,F,D,1,1,3,1,3,1,3
800,69,F,R,1,2,2,2,2,2,2
801,64,M,I,1,4,3,4,2,2,3
802,89,M,D,1,1,1,1,1,1,1
803,42,F,D,1,1,3,1,1,3,1
804,52,M,D,1,1,1,1,1,1,1
805,67,F,D,4,4,3,1,2,3,3
806,91,F,R,1,1,3,1,1,3,2
807,49,F,I,1,4,3,2,1,2,3
808,69,F,R,2,2,2,2,2,2,2
809,63,F,D,1,2,3,1,2,2,3
810,67,F,D,3,1,1,1,1,1,1
811,68,F,D,1,1,1,1,1,1,1
812,87,F,R,1,2,5,2,2,2,3
813,67,M,R,2,2,2,2,2,2,2
814,55,F,R,1,4,2,2,2,2,2
815,83,F,D,4,2,1,1,2,3,3
816,71,F,D,1,1,1,1,1,2,2
817,80,F,R,3,1,3,1,1,1,1
818,54,F,I,1,2,2,2,2,2,3
819,74,F,R,1,2,3,2,2,2,3
820,56,F,R,1,4,5,2,3,3,4
821,68,F,I,1,4,2,2,2,2,3
822,60,F,R,1,1,3,2,2,2,2
823,76,F,R,2,2,2,2,1,2,2
824,82,F,R,1,2,3,1,2,2,2
825,65,F,D,3,2,2,2,2,2,3
826,63,M,I,1,1,1,1,1,2,3
827,68,F,I,1,4,2,2,2,2,2
828,69,F,D,1,1,1,1,1,1,1
829,88,M,R,1,2,2,2,2,2,2
830,56,F,R,4,4,4,4,2,2,3
831,85,F,R,2,2,2,2,2,2,3
832,48,F,D,1,1,1,1,1,2,1
833,64,F,R,1,4,2,2,2,2,3
834,80,F,R,3,2,2,2,2,2,2
835,55,F,D,1,1,1,1,1,2,1
836,81,F,D,1,1,1,1,1,2,3
837,67,M,R,1,2,2,2,2,2,2
838,51,F,I,1,2,3,2,2,2,3
839,56,F,D,2,1,1,1,1,1,1
840,69,M,D,2,4,3,2,2,2,3
841,47,F,I,1,2,1,1,2,2,3
842,82,F,D,4,4,1,1,3,1,1
843,60,F,D,1,2,2,2,2,2,3
844,82,M,D,1,2,2,2,2,2,3
845,85,F,D,3,1,3,4,1,1,3
846,72,M,I,1,2,2,2,2,2,3
847,76,F,R,4,2,1,1,1,3,3
848,71,M,D,1,1,6,3,2,2,1
849,70,F,I,1,2,2,2,2,2,3
850,67,F,D,1,2,3,1,2,2,1
851,73,M,D,3,1,1,1,1,3,1
852,71,M,D,1,1,1,1,1,2,1
853,57,F,I,1,1,1,1,1,2,3
854,51,F,D,3,1,1,1,2,1,1
855,52,M,R,3,3,3,1,3,2,2
856,58,M,R,1,4,2,2,2,2,2
857,36,M,D,2,1,1,1,2,1,1
858,58,M,D,1,1,1,1,1,2,1
859,57,F,R,1,2,2,2,2,2,2
860,57,F,R,1,2,2,2,2,2,2
861,64,M,I,2,2,2,2,2,2,2
862,53,F,D,2,1,1,1,1,3,1
863,91,F,R,1,2,2,2,2,2,2
864,86,F,I,2,2,3,1,1,3,3
865,66,M,R,1,2,2,2,2,2,2
866,71,F,R,2,4,1,1,1,3,3
867,90,F,D,1,1,1,1,1,3,1
868,46,F,R,1,2,2,2,2,2,2
869,59,M,I,2,2,2,2,2,3,3
870,66,F,R,1,1,2,2,1,2,2
871,63,F,I,1,1,1,1,1,1,1
872,25,F,R,1,2,2,2,2,2,2
873,71,M,D,1,2,3,1,1,1,1
874,67,F,D,2,1,1,1,1,1,3
875,50,F,R,1,2,1,1,2,2,2
876,87,F,D,2,1,3,4,1,3,1
877,66,M,I,2,1,3,1,1,2,3
878,49,M,I,1,1,2,2,1,2,3
879,72,M,D,1,1,1,1,1,1,1
880,64,M,R,1,2,3,2,1,2,2
881,47,F,R,1,2,2,2,2,2,2
882,80,F,R,1,2,3,2,2,2,2
883,84,M,D,1,1,1,1,1,1,1
884,67,F,I,1,4,2,2,3,2,2
885,65,F,D,5,1,1,1,1,3,1
886,82,F,R,1,2,2,2,1,1,3
887,70,M,R,1,2,2,2,2,2,3
888,68,M,R,4,1,3,1,2,1,2
889,67,F,R,1,1,1,1,1,1,3
890,62,M,I,1,2,3,2,1,2,3
891,63,F,I,1,2,2,2,2,2,3
892,95,F,R,2,2,2,2,2,2,2
893,31,F,R,1,2,2,2,2,2,3
894,64,F,D,3,1,1,1,3,2,1
895,52,F,I,6,2,3,1,2,2,3
896,86,F,D,2,1,1,1,1,1,1
897,83,M,R,1,1,2,2,1,1,2
898,49,F,R,2,4,1,2,1,2,3
899,89,F,D,1,2,1,1,2,3,1
900,69,M,D,2,1,3,1,1,2,1
901,57,M,I,1,1,1,1,1,2,3
902,68,F,I,1,2,2,2,2,2,3
903,77,M,I,1,1,1,1,1,2,3
904,61,F,D,1,1,1,1,1,1,3
905,57,F,R,1,2,2,2,2,2,3
906,59,F,R,1,4,3,4,2,2,2
907,71,F,R,1,2,2,2,2,2,2
908,60,F,I,1,2,2,2,2,2,2
909,96,F,R,2,4,3,2,1,2,2
910,61,M,I,3,1,3,1,1,3,3
911,67,F,I,1,2,2,2,2,2,3
912,54,M,R,2,1,2,2,1,2,3
913,78,F,D,2,1,1,1,1,2,1
914,69,F,R,1,2,3,1,2,1,2
915,58,M,I,1,2,2,2,2,2,3
916,68,F,R,1,1,1,1,1,2,1
917,65,M,I,1,1,2,2,1,2,3
918,79,M,R,1,2,1,1,2,2,2
919,66,F,D,1,1,1,1,1,1,1
920,71,F,R,4,2,2,2,2,3,2
921,90,F,R,1,1,3,2,1,3,3
922,81,F,D,1,1,1,1,1,1,1
923,69,F,R,1,2,2,2,2,2,2
924,65,F,I,1,2,3,4,2,2,3
925,55,M,D,1,1,1,1,1,1,1
926,60,F,R,1,2,2,2,2,2,2
927,78,F,D,1,1,1,1,1,1,3
928,71,F,D,1,1,3,1,1,1,3
929,66,F,R,3,2,2,2,2,3,2
930,55,M,R,3,4,2,2,1,2,2
931,39,F,R,1,2,2,2,2,2,2
932,38,F,D,2,1,2,2,1,2,1
933,84,F,R,2,2,1,2,2,3,3
934,47,F,D,3,4,3,4,2,2,1
935,81,F,R,3,2,2,2,2,2,3
936,72,F,D,1,1,1,1,1,2,1
937,58,M,D,2,1,1,1,1,1,1
938,69,F,R,3,2,1,1,2,2,2
939,56,F,D,3,1,1,1,1,3,3
940,61,F,R,2,2,5,3,2,2,2
941,75,M,I,1,2,2,2,2,2,3
942,53,F,R,1,2,2,2,2,2,2
943,82,M,I,1,2,1,1,2,2,2
944,61,F,D,2,1,1,1,1,1,1
945,52,F,I,3,4,2,2,2,3,3
946,54,M,R,2,2,2,2,2,2,2
947,66,F,R,4,1,2,1,1,3,1
948,56,F,D,1,1,1,1,1,1,1
949,93,F,R,1,4,2,2,2,2,3
950,70,M,R,1,2,2,2,2,2,2
951,75,M,R,2,2,2,2,2,2,2
952,82,M,D,1,1,1,1,1,1,1
953,48,F,R,1,2,3,2,2,2,2
954,63,F,D,1,1,1,1,1,1,1
955,57,F,R,1,2,3,2,2,3,2
956,78,F,R,3,2,3,1,2,3,2
957,53,F,R,1,2,2,2,2,2,2
958,65,M,R,1,2,3,2,2,2,2
959,96,F,I,3,2,1,1,2,3,3
960,80,F,D,1,1,1,1,1,1,1
961,87,F,R,1,2,2,2,1,2,2
962,72,F,R,1,2,2,2,2,2,2
963,74,M,R,1,2,2,2,2,2,2
964,82,F,R,1,2,2,2,2,2,2
965,62,F,D,1,1,1,1,1,1,3
966,54,F,R,1,2,1,1,2,2,2
967,62,F,R,1,2,2,2,2,2,2
968,50,F,R,1,2,2,2,3,2,2
969,61,M,R,1,1,5,1,1,2,2
970,59,M,D,1,2,3,2,2,2,3
971,64,F,D,2,4,2,2,2,2,3
972,62,F,I,1,2,2,2,2,2,3
973,73,F,D,1,1,1,1,1,1,1
974,50,M,R,1,2,2,2,2,2,2
975,66,M,D,1,4,1,1,1,1,1
976,41,F,D,1,2,2,2,2,2,2
977,50,F,R,1,2,3,2,2,2,2
978,50,M,D,1,1,3,1,1,2,3
979,65,F,D,1,1,1,1,1,1,1
980,82,F,R,1,1,1,1,1,1,4
981,48,F,R,1,2,2,2,2,2,2
982,45,M,D,1,2,3,4,2,2,4
983,88,M,R,1,2,2,2,2,2,3
984,57,F,R,1,1,1,1,1,1,1
985,68,M,D,3,1,2,2,1,2,3
986,41,F,D,1,1,1,1,1,1,1
987,61,F,D,1,1,1,1,1,2,1
988,93,F,D,1,1,2,2,2,2,1
989,76,M,R,1,1,3,1,1,2,3
990,70,M,R,1,2,1,1,2,2,2
991,30,M,D,1,1,1,1,1,1,3
992,62,M,R,1,2,2,2,2,2,2
993,51,F,R,1,4,1,1,2,2,2
994,64,F,D,3,1,1,1,1,3,1
995,63,F,D,1,1,1,1,1,1,1
996,74,F,R,1,2,2,2,2,2,2
997,69,M,R,1,1,1,1,1,1,3
998,49,F,D,1,1,1,1,1,1,1
999,62,F,R,2,2,2,2,2,2,2
1000,47,F,R,1,2,2,2,2,2,2
1001,70,F,R,1,2,2,2,2,2,2
1002,35,F,I,3,1,3,1,1,2,3
1003,63,M,R,1,1,2,2,1,2,2
1004,72,F,R,1,2,2,2,2,2,2
1005,69,M,I,1,2,2,2,2,2,3
1006,72,F,R,1,4,2,2,2,2,2
1007,62,F,R,3,1,5,4,3,3,2
1008,82,F,R,1,2,2,2,2,2,2
1009,87,F,R,1,2,2,2,3,2,2
1010,71,M,R,1,2,2,2,2,2,2
1011,47,M,D,1,1,2,2,2,1,1
1012,41,F,R,3,1,2,2,1,3,2
1013,55,F,D,3,1,1,1,1,1,3
1014,91,F,R,5,1,5,3,1,2,2
1015,76,M,D,1,1,3,1,1,1,3
1016,62,F,D,1,1,1,1,1,1,1
1017,50,M,R,2,1,2,2,2,3,4
1018,65,F,R,1,2,3,1,2,2,3
1019,60,M,R,1,1,1,1,1,1,3
1020,63,M,D,1,1,1,1,1,1,1
1021,65,F,I,1,4,2,2,2,2,3
1022,84,F,R,1,4,3,2,1,3,3
1023,92,F,D,1,1,3,1,1,2,1
1024,69,F,D,3,1,1,1,1,3,3
1025,67,F,D,2,1,2,1,1,1,1
1026,53,M,D,1,2,2,2,2,2,3
1027,73,F,D,1,1,3,1,1,2,1
1028,81,M,R,2,1,1,4,1,2,3
1029,82,F,R,1,2,2,2,2,2,2
1030,76,F,I,1,2,3,2,2,2,3
1031,71,F,D,1,1,1,1,1,1,1
1032,66,F,R,1,1,1,1,1,2,2
1033,77,F,R,1,2,3,1,2,1,3
1034,90,F,R,1,1,3,4,3,2,2
1035,62,F,D,2,1,1,1,1,1,3
1036,68,F,D,1,1,1,1,1,1,1
1037,27,F,D,1,4,1,1,2,3,3
1038,69,F,I,1,1,1,1,1,2,3
1039,64,F,R,1,4,2,2,2,2,3
1040,82,M,D,5,2,1,1,2,1,1
1041,73,M,D,1,1,1,1,1,1,1
1042,43,M,R,1,1,3,2,1,1,2
1043,55,F,I,1,4,3,1,3,1,3
1044,65,F,D,1,1,1,1,1,1,1
1045,77,F,R,6,1,2,2,1,2,2
1046,64,F,I,1,2,2,2,2,2,3
1047,80,M,D,6,1,4,1,1,1,1
1048,69,F,D,1,1,1,1,1,1,1
1049,50,F,D,1,2,1,1,2,2,4
1050,53,F,D,3,1,1,1,1,1,1
1051,41,F,I,2,1,1,1,2,1,2
1052,56,M,D,1,1,1,1,1,1,1
1053,58,F,D,1,1,2,1,1,1,1
1054,81,F,I,1,2,2,2,2,2,3
1055,63,F,R,3,1,1,1,1,3,3
1056,40,F,I,4,1,3,2,1,3,3
1057,63,F,D,1,1,1,1,1,1,1
1058,84,F,R,2,4,1,2,1,2,2
1059,87,M,D,2,4,3,1,1,2,1
1060,61,F,R,1,2,2,2,2,2,2
1061,71,F,I,1,1,1,1,1,1,3
1062,41,F,D,2,4,3,4,2,3,1
1063,67,F,R,1,4,2,2,3,2,3
1064,66,F,D,2,1,5,1,1,1,1
1065,61,F,R,1,1,2,2,2,2,3
1066,70,F,R,1,2,3,2,2,2,2
1067,67,F,I,1,1,1,1,2,1,1
1068,69,F,D,2,1,1,1,1,3,1
1069,51,F,R,1,2,3,2,2,2,3
1070,58,F,R,1,2,2,2,2,1,2
1071,65,M,D,2,3,3,2,1,2,3
1072,87,F,R,6,4,2,2,2,2,3
1073,67,M,D,1,1,5,4,1,3,1
1074,78,F,I,1,4,1,1,1,2,3
1075,63,M,R,1,1,1,1,1,1,1
1076,70,M,D,1,1,1,1,1,1,1
1077,62,M,R,3,1,2,2,1,2,3
1078,68,M,D,1,1,1,1,1,1,1
1079,81,M,R,2,1,1,1,1,1,3
1080,59,M,R,1,2,3,2,2,2,2
1081,75,F,D,1,1,3,2,1,3,1
1082,69,M,R,1,2,2,2,2,2,2
1083,74,F,D,1,2,3,2,2,2,4
1084,54,F,I,3,2,5,2,2,3,3
1085,28,F,I,6,4,5,4,3,3,1
1086,72,M,D,1,1,1,1,1,1,3
1087,72,M,D,1,2,3,2,2,3,3
1088,63,M,R,1,2,2,2,2,2,3
1089,89,F,R,1,2,2,2,2,2,2
1090,68,F,D,1,2,2,2,2,2,3
1091,48,M,R,1,2,2,2,2,2,3
1092,68,M,R,1,2,2,2,2,2,2
1093,84,M,D,1,1,2,1,1,2,1
1094,81,F,I,1,4,3,2,3,2,3
1095,46,F,D,1,4,2,2,2,2,2
1096,81,F,D,1,1,1,1,1,1,1
1097,85,M,D,1,2,2,2,2,3,3
1098,94,F,R,2,1,2,2,2,2,2
1099,68,F,D,3,1,3,1,1,2,3
1100,49,F,R,1,2,2,2,2,2,2
1101,68,M,R,1,2,2,2,2,2,2
1102,51,F,R,1,2,2,2,2,2,2
1103,80,F,D,2,1,1,1,1,1,1
1104,53,M,R,3,2,2,2,2,2,2
1105,81,M,R,1,4,2,2,2,3,2
1106,59,M,R,1,2,3,2,2,2,2
1107,75,M,R,3,2,2,2,2,2,2
1108,58,F,D,1,2,3,2,2,2,1
1109,53,F,D,2,1,2,2,1,1,3
1110,67,F,I,1,9,9,9,2,2,3
1111,89,F,R,1,1,3,4,1,2,3
1112,80,F,R,1,2,2,2,2,2,2
1113,98,F,R,1,2,2,2,1,2,2
1114,90,M,R,1,1,3,1,1,2,2
1115,69,F,R,1,3,2,1,2,2,3
1116,65,M,R,1,2,2,2,2,2,2
1117,60,F,R,1,2,3,4,2,2,2
1118,72,F,D,1,1,1,1,1,1,1
1119,78,M,D,3,1,1,1,1,3,3
1120,53,F,D,1,2,1,1,2,1,1
1121,79,F,R,1,2,2,2,2,2,2
1122,81,F,R,6,2,4,2,2,2,2
1123,67,F,D,1,1,1,1,1,1,1
1124,66,M,D,4,1,1,1,1,3,1
1125,84,F,D,4,2,2,2,2,2,3
1126,61,F,R,1,2,2,2,2,2,2
1127,79,F,D,1,1,1,1,1,3,1
1128,46,F,R,1,2,1,1,2,3,2
1129,74,M,D,1,1,1,1,1,1,1
1130,67,M,D,1,1,1,1,1,1,1
1131,77,F,R,1,2,2,2,2,2,3
1132,71,M,D,1,2,3,1,2,2,4
1133,70,F,R,1,1,4,3,3,4,3
1134,70,M,D,1,1,1,1,1,1,1
1135,54,F,D,1,1,1,1,1,1,1
1136,69,F,R,1,2,2,2,2,2,3
1137,69,F,R,1,2,2,2,2,2,2
1138,66,F,R,2,2,2,2,2,2,2
1139,55,M,R,1,2,3,4,2,2,2
1140,89,F,R,1,2,2,2,2,2,3
1141,57,F,D,1,1,1,1,1,1,1
1142,62,M,R,1,4,1,1,3,2,2
1143,68,F,I,1,2,2,2,2,2,3
1144,77,F,R,1,2,2,2,2,2,2
1145,68,F,R,1,2,2,2,2,2,2
1146,79,M,D,6,1,2,1,1,1,1
1147,71,M,R,1,2,2,2,2,2,2
1148,72,F,R,1,2,2,2,2,2,3
1149,87,M,I,1,1,1,1,1,2,1
1150,77,M,D,1,1,1,1,1,1,1
1151,56,M,I,1,2,2,2,2,2,3
1152,65,F,R,1,2,1,1,2,2,2
1153,76,F,R,3,1,1,1,1,1,3
1154,62,M,I,1,2,1,1,2,2,3
1155,76,F,R,2,2,2,2,1,2,3
1156,84,F,D,1,1,1,1,1,1,1
1157,75,M,D,3,1,3,1,1,1,1
1158,77,F,R,1,2,2,2,2,2,2
1159,60,F,I,5,2,3,4,2,3,3
1160,86,F,R,5,2,2,2,2,2,2
1161,67,F,D,1,2,1,1,2,1,1
1162,59,F,D,1,1,1,1,1,1,1
1163,48,M,R,1,2,2,2,2,2,3
1164,78,M,R,2,4,3,1,2,3,2
1165,37,F,I,3,2,2,2,2,3,2
1166,83,M,D,1,1,1,1,1,3,1
1167,72,F,R,1,1,3,1,1,2,3
1168,43,M,R,2,1,3,1,1,2,2
1169,81,M,R,1,2,2,2,2,2,2
1170,72,F,D,1,2,3,1,2,2,1
1171,78,F,D,1,2,3,4,3,2,3
1172,84,F,D,1,1,1,1,1,1,1
1173,57,F,D,1,1,1,1,1,1,1
1174,60,F,I,1,2,3,2,2,2,2
1175,70,F,D,1,4,3,4,2,3,3
1176,66,M,R,3,4,3,2,2,3,3
1177,62,F,I,2,1,1,1,2,2,3
1178,61,F,R,1,2,2,2,2,2,2
1179,78,M,R,1,2,2,2,2,2,2
1180,81,F,R,1,2,2,2,2,2,2
1181,79,F,D,1,1,1,1,1,1,3
1182,45,F,D,1,1,1,1,1,2,3
1183,64,F,D,1,1,1,1,1,1,1
1184,52,F,R,2,2,2,2,2,2,2
1185,58,F,D,3,2,3,2,2,2,3
1186,50,F,R,2,2,2,2,1,2,2
1187,88,M,R,1,2,2,2,2,2,2
1188,41,F,D,1,1,1,1,1,1,1
1189,63,F,I,1,1,1,1,1,2,3
1190,73,M,D,1,1,1,1,1,1,1
1191,75,F,D,1,4,3,2,6,1,8
1192,60,M,R,1,2,3,2,2,2,3
1193,72,F,I,1,1,1,1,1,1,3
1194,77,F,R,1,1,1,1,1,1,3
1195,43,F,D,4,1,1,1,1,3,3
1196,71,F,D,1,1,1,1,1,1,1
1197,73,M,D,3,1,1,1,1,1,1
1198,62,F,R,1,2,2,2,2,2,2
1199,71,F,R,1,4,2,2,2,2,2
1200,61,M,I,1,1,1,1,1,2,3
1201,79,F,D,1,1,1,1,1,2,1
1202,64,F,D,1,1,1,1,1,3,1
1203,67,M,D,1,1,1,1,1,1,3
1204,61,F,R,1,2,2,2,2,2,3
1205,65,F,D,1,1,1,1,1,2,3
1206,47,F,D,1,2,1,1,2,2,3
1207,51,F,D,2,2,1,1,2,1,1
1208,60,F,R,2,1,3,4,1,2,3
1209,78,M,R,2,2,3,2,2,2,2
1210,89,F,D,1,4,2,1,2,1,3
1211,85,F,R,1,4,2,2,2,2,2
1212,66,F,R,1,2,2,2,2,2,2
1213,54,F,R,1,1,2,2,1,2,2
1214,62,F,D,3,2,2,2,2,2,3
1215,54,F,D,5,2,3,1,2,2,1
1216,67,F,R,1,2,2,2,2,2,2
1217,62,F,I,2,4,1,1,2,2,3
1218,47,F,R,1,4,2,2,2,2,2
1219,62,F,I,1,1,1,1,1,4,1
1220,74,F,R,1,2,2,2,2,2,2
1221,97,F,D,1,4,5,4,1,3,4
1222,84,M,D,1,1,3,1,1,1,1
1223,93,F,R,2,1,1,1,1,3,3
1224,71,F,R,1,2,3,2,2,2,2
1225,75,F,R,1,4,3,1,2,2,2
1226,64,F,D,3,1,1,1,1,3,1
1227,45,F,D,1,1,1,1,1,1,1
1228,65,M,R,1,2,2,2,2,2,2
1229,57,F,R,1,4,2,2,2,2,2
1230,71,F,D,1,1,1,1,1,1,1
1231,65,M,R,1,2,2,2,2,2,2
1232,77,F,R,1,2,2,2,2,2,2
1233,84,F,R,1,1,1,1,1,1,1
1234,54,M,I,2,4,1,1,2,2,3
1235,67,F,D,1,1,1,1,1,1,1
1236,88,M,R,1,2,3,2,2,3,2
1237,51,F,D,1,1,1,1,1,2,1
1238,78,F,D,1,1,1,1,1,1,1
1239,83,F,R,1,2,5,2,2,1,2
1240,77,M,R,1,2,3,4,2,2,2
1241,80,F,R,1,2,2,2,2,2,2
1242,73,M,I,1,4,3,2,2,2,3
1243,59,F,D,1,2,1,1,2,2,1
1244,52,F,D,2,1,1,1,1,2,1
1245,69,F,R,1,2,3,2,2,2,2
1246,71,F,R,4,2,2,1,1,2,1
1247,58,F,I,1,4,5,4,2,4,4
1248,45,M,R,1,2,2,2,2,2,4
1249,60,M,D,1,2,3,1,2,2,1
1250,77,M,D,1,2,3,2,2,2,3
1251,50,F,R,1,2,3,2,2,2,2
1252,67,F,D,1,1,3,1,1,2,3
1253,84,F,R,1,1,2,2,1,2,3
1254,74,F,D,1,1,1,1,1,3,1
1255,50,F,D,1,1,1,1,1,2,1
1256,72,F,R,1,2,2,2,2,2,2
1257,80,F,I,1,2,3,4,2,2,3
1258,90,F,D,1,1,1,1,1,1,1
